=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     bodyPerformance
Instances:    10745
Attributes:   12
              age
              gender
              height_cm
              weight_kg
              body fat_%
              diastolic
              systolic
              gripForce
              sit and bend forward_cm
              sit-ups counts
              broad jump_cm
              class
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
Attribute mappings:

Model attributes                   	    Incoming attributes
-----------------------------------	    ----------------
(numeric) age                      	--> 1 (numeric) age
(nominal) gender                   	--> 2 (nominal) gender
(numeric) height_cm                	--> 3 (numeric) height_cm
(numeric) weight_kg                	--> 4 (numeric) weight_kg
(numeric) body fat_%               	--> 5 (numeric) body fat_%
(numeric) diastolic                	--> 6 (numeric) diastolic
(numeric) systolic                 	--> 7 (numeric) systolic
(numeric) gripForce                	--> 8 (numeric) gripForce
(numeric) sit and bend forward_cm  	--> 9 (numeric) sit and bend forward_cm
(numeric) sit-ups counts           	--> 10 (numeric) sit-ups counts
(numeric) broad jump_cm            	--> 11 (numeric) broad jump_cm
(nominal) class                    	--> 12 (nominal) class


Time taken to build model: 4.7 seconds

=== Predictions on test set ===

    inst#     actual  predicted      error
      773     72.8       77.062      4.262 
      774     74         78.338      4.338 
      775     60.8       65.337      4.537 
      776     51.9       59.653      7.753 
      777     50.8       63.597     12.797 
      778     51.3       53.01       1.71  
      779     68.1       70.156      2.056 
      780     60.76      63.611      2.851 
      781     76.5       71.241     -5.259 
      782     70.2       74.999      4.799 
      783     71.9       73.643      1.743 
      784     69         74.322      5.322 
      785     81.3       83.499      2.199 
      786     52.1       55.184      3.084 
      787     70.6       66.718     -3.882 
      788     55         51.601     -3.399 
      789     60.5       65.188      4.688 
      790     75.7       76.055      0.355 
      791     57.5       55.468     -2.032 
      792     62.1       63.662      1.562 
      793     52.7       61.821      9.121 
      794     48.1       56.563      8.463 
      795     68.92      65.49      -3.43  
      796     56.7       58.958      2.258 
      797     59.9       57.733     -2.167 
      798     64.2       59.767     -4.433 
      799     60         64.438      4.438 
      800     72.7       75.423      2.723 
      801     81.7       79.4       -2.3   
      802     75.12      73.352     -1.768 
      803     71.2       75.942      4.742 
      804     78.7       77.462     -1.238 
      805     50.7       52.569      1.869 
      806     56.4       51.089     -5.311 
      807     81.4       79.376     -2.024 
      808     65.1       74.213      9.113 
      809     86.7       82.25      -4.45  
      810     62         69.162      7.162 
      811     52.2       54.643      2.443 
      812     81.4       79.505     -1.895 
      813     64         70.543      6.543 
      814    102.5       91.847    -10.653 
      815     70.7       65.796     -4.904 
      816     73         66.994     -6.006 
      817     56.4       54.554     -1.846 
      818     56.2       57.241      1.041 
      819     80.5       71.816     -8.684 
      820     87.6       78.759     -8.841 
      821     63.3       63.704      0.404 
      822     66.8       72.877      6.077 
      823     85.2       91.548      6.348 
      824     59.8       65.398      5.598 
      825     67.2       73.003      5.803 
      826     56.3       53.401     -2.899 
      827     68.84      75.837      6.997 
      828     51.6       54.705      3.105 
      829     65.4       61.364     -4.036 
      830     74.7       73.64      -1.06  
      831     69.2       79.37      10.17  
      832     78         75.61      -2.39  
      833     49.6       50.71       1.11  
      834     63.9       67.564      3.664 
      835     71.3       72.353      1.053 
      836     76.6       72.042     -4.558 
      837     50.04      52.2        2.16  
      838     79.2       78.222     -0.978 
      839     69.4       66.639     -2.761 
      840     82.1       81.863     -0.237 
      841     88.58      81.078     -7.502 
      842     68.7       63.068     -5.632 
      843     63         72.202      9.202 
      844     68.5       69.442      0.942 
      845     80.1       87.654      7.554 
      846     64         64.811      0.811 
      847     70.8       65.365     -5.435 
      848     83.3       72.18     -11.12  
      849     75.1       69.136     -5.964 
      850     71         70.181     -0.819 
      851     47.1       53.076      5.976 
      852     57.1       57.245      0.145 
      853     64.2       71.309      7.109 
      854     68.5       66.47      -2.03  
      855     50.9       55.328      4.428 
      856     72.3       76.057      3.757 
      857     52.7       51.401     -1.299 
      858     50.2       51.004      0.804 
      859     61.12      62.728      1.608 
      860     65.6       62.881     -2.719 
      861     62.4       71.283      8.883 
      862     70.2       71.342      1.142 
      863     74.3       72.81      -1.49  
      864     69         76.661      7.661 
      865     82         75.077     -6.923 
      866     59.9       60.474      0.574 
      867     50.2       55.058      4.858 
      868     86.2       81.633     -4.567 
      869     57.4       55.561     -1.839 
      870     79.74      74.351     -5.389 
      871     68         71.544      3.544 
      872     82.1       83.571      1.471 
      873     72.5       72.848      0.348 
      874     64.6       59.704     -4.896 
      875     55.48      57.793      2.313 
      876     53.7       53.574     -0.126 
      877     66.4       68.299      1.899 
      878     76.4       70.099     -6.301 
      879     83         72.463    -10.537 
      880     51.3       54.539      3.239 
      881     67.1       67.365      0.265 
      882     62.2       65.387      3.187 
      883     83         69.356    -13.644 
      884     74.18      72.962     -1.218 
      885     95.1       81.453    -13.647 
      886     82.4       79.423     -2.977 
      887     65.2       70.641      5.441 
      888     74.8       72.316     -2.484 
      889     68.9       72.713      3.813 
      890     78.2       73.409     -4.791 
      891     64.5       66.113      1.613 
      892     45.1       44.525     -0.575 
      893     67.4       72.883      5.483 
      894     66.7       80.099     13.399 
      895     73.1       74.56       1.46  
      896     81.1       75.662     -5.438 
      897     82         82.373      0.373 
      898     65.4       68.769      3.369 
      899     50.76      53.741      2.981 
      900     54.5       57.196      2.696 
      901     60.6       57.765     -2.835 
      902     66.3       68.971      2.671 
      903     86.8       75.543    -11.257 
      904     72.6       75.129      2.529 
      905     65.3       65.202     -0.098 
      906     54.1       57.067      2.967 
      907     63.1       59.573     -3.527 
      908     66.2       65.999     -0.201 
      909     52.1       61.119      9.019 
      910     65.3       70.542      5.242 
      911     63.18      58.854     -4.326 
      912     89.14      78.025    -11.115 
      913     56.4       57.671      1.271 
      914     54.8       54.868      0.068 
      915     49.5       53.329      3.829 
      916     64.7       69.051      4.351 
      917     84.1       78.99      -5.11  
      918     75.2       69.786     -5.414 
      919     82.9       84.001      1.101 
      920     88.96      80.164     -8.796 
      921     70.9       72.368      1.468 
      922     58.9       56.617     -2.283 
      923     49.34      56.166      6.826 
      924     70.7       69.684     -1.016 
      925     73.1       73.792      0.692 
      926     66.9       64.013     -2.887 
      927     40.8       47.075      6.275 
      928     65.3       68.134      2.834 
      929     53.1       55.497      2.397 
      930     48         51.866      3.866 
      931     71.7       73.891      2.191 
      932     57.7       56.666     -1.034 
      933     82.9       75.756     -7.144 
      934     60.2       60.004     -0.196 
      935     53.4       52.39      -1.01  
      936     69.4       77.153      7.753 
      937     66.2       69.474      3.274 
      938     81.3       80.446     -0.854 
      939     49         54.3        5.3   
      940     89.9       83.433     -6.467 
      941     61.3       54.354     -6.946 
      942     72.1       67.361     -4.739 
      943     80.3       85.165      4.865 
      944     49.3       54.889      5.589 
      945     86.7       80.859     -5.841 
      946     56.5       53.866     -2.634 
      947     79.9       73.039     -6.861 
      948     82.9       80.877     -2.023 
      949     68.5       66.993     -1.507 
      950     55.3       63.259      7.959 
      951     57.7       68.307     10.607 
      952     75.9       73.532     -2.368 
      953     73         77.906      4.906 
      954     59.6       64.137      4.537 
      955     69         75.509      6.509 
      956     55.2       58.786      3.586 
      957     58.3       54.653     -3.647 
      958     51.1       50.517     -0.583 
      959     62         61.315     -0.685 
      960     81.7       81.128     -0.572 
      961     89.2       98.298      9.098 
      962     52.6       51.75      -0.85  
      963     59.6       57.25      -2.35  
      964     66.8       67.358      0.558 
      965     57.4       61.306      3.906 
      966     54.8       53.887     -0.913 
      967     57         52.612     -4.388 
      968     52.9       54.968      2.068 
      969     65.9       60.245     -5.655 
      970     66.2       67.393      1.193 
      971     86.8       86.636     -0.164 
      972     70.2       77.806      7.606 
      973     78.4       79.777      1.377 
      974     51.9       53.499      1.599 
      975     75.7       83.544      7.844 
      976     55.5       61.333      5.833 
      977     81.9       87.077      5.177 
      978     58.8       59.66       0.86  
      979     70.8       68.596     -2.204 
      980     64.6       60.661     -3.939 
      981     82.9       83.07       0.17  
      982     56.32      57.032      0.712 
      983     67.3       69.672      2.372 
      984     69.2       72.716      3.516 
      985     64.5       60.035     -4.465 
      986     56.9       60.962      4.062 
      987     66.62      58.195     -8.425 
      988     65.1       64.909     -0.191 
      989     86.2       87.395      1.195 
      990     74.8       75.557      0.757 
      991     67.6       67.63       0.03  
      992     49.1       51.582      2.482 
      993     74.6       74.911      0.311 
      994     57.7       57.816      0.116 
      995     82.2       77.513     -4.687 
      996     74.3       75.199      0.899 
      997     95.8       85.324    -10.476 
      998     49.5       49.578      0.078 
      999     69.9       67.519     -2.381 
     1000     75.2       76.842      1.642 
     1001     94         93.102     -0.898 
     1002     54.7       59.679      4.979 
     1003     64.1       68.153      4.053 
     1004     69.9       69.145     -0.755 
     1005     61.3       65.576      4.276 
     1006     80.7       77.093     -3.607 
     1007     61         64.842      3.842 
     1008     75.3       81.035      5.735 
     1009     73.3       74.325      1.025 
     1010     59.6       61.611      2.011 
     1011     76.4       70.689     -5.711 
     1012     70.5       69.725     -0.775 
     1013     66.9       61.768     -5.132 
     1014     66.9       71.684      4.784 
     1015     52.36      54.673      2.313 
     1016     50         55.681      5.681 
     1017     58.8       58.008     -0.792 
     1018     78.1       76.061     -2.039 
     1019     66.7       68.001      1.301 
     1020     70.7       71.126      0.426 
     1021     48.42      59.365     10.945 
     1022     63         67.124      4.124 
     1023     63.6       64.257      0.657 
     1024     75.8       80.733      4.933 
     1025     78.1       64.909    -13.191 
     1026     61.7       72.053     10.353 
     1027     71.1       65.179     -5.921 
     1028     73.4       68.877     -4.523 
     1029     77.1       71.079     -6.021 
     1030     72.2       64.042     -8.158 
     1031     56.6       56.445     -0.155 
     1032     80.2       86.659      6.459 
     1033     54.8       58.083      3.283 
     1034     47.1       54.977      7.877 
     1035     61.8       70.258      8.458 
     1036     71.9       72.954      1.054 
     1037     60.3       65.432      5.132 
     1038     66.6       69.638      3.038 
     1039     71.7       73.09       1.39  
     1040     91.9       87.911     -3.989 
     1041     64.2       54.645     -9.555 
     1042     61.9       56.611     -5.289 
     1043     62.2       65.186      2.986 
     1044     61.7       65.106      3.406 
     1045     57.5       57.688      0.188 
     1046     79.4       79.454      0.054 
     1047     74.88      67.678     -7.202 
     1048     77.2       71.791     -5.409 
     1049     66.4       61.732     -4.668 
     1050     46.4       56.189      9.789 
     1051     65.6       73.616      8.016 
     1052     71.7       70.647     -1.053 
     1053     89.8       81.488     -8.312 
     1054     71.7       77.844      6.144 
     1055     75.4       74.652     -0.748 
     1056     82         77.539     -4.461 
     1057     56         57.742      1.742 
     1058     62.9       61.018     -1.882 
     1059     55.5       52.987     -2.513 
     1060     43.2       52.176      8.976 
     1061     78.9       71.56      -7.34  
     1062     83.8       79.412     -4.388 
     1063     53.1       52.006     -1.094 
     1064     93.8       87.193     -6.607 
     1065     76.3       65.342    -10.958 
     1066     64.5       64.528      0.028 
     1067     74.1       71.806     -2.294 
     1068     54.88      57.93       3.05  
     1069     95         94.996     -0.004 
     1070     69.4       76.088      6.688 
     1071     72.5       72.927      0.427 
     1072     54.1       53.391     -0.709 
     1073     67.6       68.718      1.118 
     1074     89.2       81.579     -7.621 
     1075     75.12      73.431     -1.689 
     1076     51         52.87       1.87  
     1077     74.1       69.833     -4.267 
     1078     62.4       67.524      5.124 
     1079     74.3       79.445      5.145 
     1080     63.6       55.027     -8.573 
     1081     64.6       65.895      1.295 
     1082     45.84      47.704      1.864 
     1083     48.9       52.283      3.383 
     1084     89         86.086     -2.914 
     1085     86.72      85.578     -1.142 
     1086     96.9       87.125     -9.775 
     1087     82.8       77.226     -5.574 
     1088     72.6       70.978     -1.622 
     1089     55.82      54.92      -0.9   
     1090     54.3       58.294      3.994 
     1091     64.1       59.504     -4.596 
     1092     76.3       74.287     -2.013 
     1093     75.6       75.17      -0.43  
     1094     73.1       75.321      2.221 
     1095     88.9       74.81     -14.09  
     1096     76.8       72.427     -4.373 
     1097     81.2       79.781     -1.419 
     1098     79.3       72.022     -7.278 
     1099     46.6       53.368      6.768 
     1100     68.5       74.048      5.548 
     1101     73.2       70.762     -2.438 
     1102     71.9       81.43       9.53  
     1103     67.2       66.62      -0.58  
     1104     73.9       72.44      -1.46  
     1105     76.2       72.61      -3.59  
     1106     60.4       65.089      4.689 
     1107     64.2       61.032     -3.168 
     1108     60.2       53.395     -6.805 
     1109     72.3       68.044     -4.256 
     1110     56.46      54.884     -1.576 
     1111     64.5       64.026     -0.474 
     1112     64.7       65.185      0.485 
     1113     82.6       77.275     -5.325 
     1114     43.6       49.923      6.323 
     1115     86.6       75.64     -10.96  
     1116     71.5       69.385     -2.115 
     1117     64.8       60.699     -4.101 
     1118     57.3       53.707     -3.593 
     1119     49.4       56.917      7.517 
     1120     72.8       75.352      2.552 
     1121     54.9       53.607     -1.293 
     1122     69.7       69.668     -0.032 
     1123     67.1       65.612     -1.488 
     1124     61.4       57.191     -4.209 
     1125     72.8       69.217     -3.583 
     1126     73.5       71.77      -1.73  
     1127     82         75.124     -6.876 
     1128     66.9       70.16       3.26  
     1129     73.8       72.168     -1.632 
     1130     56.52      60.275      3.755 
     1131     62.7       69.013      6.313 
     1132     64.4       65.089      0.689 
     1133     80.5       77.499     -3.001 
     1134     87.3       84.513     -2.787 
     1135     59.7       63.682      3.982 
     1136     49.2       54.387      5.187 
     1137     94.1       79.143    -14.957 
     1138    105.6       92.16     -13.44  
     1139     56.2       53.448     -2.752 
     1140     68.1       64.964     -3.136 
     1141     56.1       56.425      0.325 
     1142     70.7       66.375     -4.325 
     1143     78.6       75.275     -3.325 
     1144     45.6       50.71       5.11  
     1145     83.5       73.012    -10.488 
     1146     73.8       76.607      2.807 
     1147     74.5       65.548     -8.952 
     1148     54.4       65.995     11.595 
     1149     72.1       71.731     -0.369 
     1150     51         51.638      0.638 
     1151     76.8       74.826     -1.974 
     1152     66.7       68.57       1.87  
     1153     63.7       64.352      0.652 
     1154     60.2       60.074     -0.126 
     1155     90.5       88.581     -1.919 
     1156     83         78.547     -4.453 
     1157     69.3       72.928      3.628 
     1158     71.9       79.882      7.982 
     1159     74         63.793    -10.207 
     1160     77.6       72.462     -5.138 
     1161     49.5       53.458      3.958 
     1162     71         72.986      1.986 
     1163     89.2       86.679     -2.521 
     1164     54.5       55.076      0.576 
     1165     75.9       71.073     -4.827 
     1166     84.4       82.044     -2.356 
     1167     56.9       53.403     -3.497 
     1168     82.5       76.764     -5.736 
     1169     55.8       59.156      3.356 
     1170     65.7       69.746      4.046 
     1171     58.9       55.704     -3.196 
     1172     49.6       52.804      3.204 
     1173     68.4       62.342     -6.058 
     1174     52         49.228     -2.772 
     1175     70.5       74.024      3.524 
     1176     81.3       81.011     -0.289 
     1177     56.76      63.897      7.137 
     1178     54.5       56.55       2.05  
     1179     72.9       67.411     -5.489 
     1180     79.6       84.819      5.219 
     1181     65.7       64.333     -1.367 
     1182     72.5       73.398      0.898 
     1183     46.4       54.666      8.266 
     1184     84.3       83.647     -0.653 
     1185     98.5       94.458     -4.042 
     1186     76.1       68.95      -7.15  
     1187     55.3       56.195      0.895 
     1188     71.1       71.206      0.106 
     1189     78.4       72.242     -6.158 
     1190     73.2       79.374      6.174 
     1191     62.1       58.48      -3.62  
     1192     59.8       62.793      2.993 
     1193     59.5       58.777     -0.723 
     1194     76.4       72.835     -3.565 
     1195     81.6       77.44      -4.16  
     1196     53.8       51.435     -2.365 
     1197     61.12      78.837     17.717 
     1198     74.9       70.677     -4.223 
     1199     73.9       77.216      3.316 
     1200     84.1       77.638     -6.462 
     1201     62.6       55.611     -6.989 
     1202     56.1       54.193     -1.907 
     1203     68         66.724     -1.276 
     1204     65.5       57.856     -7.644 
     1205     73.6       70.968     -2.632 
     1206     59.6       66.011      6.411 
     1207     58         52.744     -5.256 
     1208     67.3       60.704     -6.596 
     1209     60.32      61.666      1.346 
     1210     74.6       76.379      1.779 
     1211     52.3       56.625      4.325 
     1212     69.9       76.137      6.237 
     1213     54.3       54.735      0.435 
     1214     51.6       67.073     15.473 
     1215     77.2       80.235      3.035 
     1216     72.2       63.656     -8.544 
     1217     55.1       57.768      2.668 
     1218     68.4       70.25       1.85  
     1219     53.2       56.992      3.792 
     1220     79.2       78.42      -0.78  
     1221     91.6       84.965     -6.635 
     1222     62.68      63.466      0.786 
     1223     69.8       71.121      1.321 
     1224     85.4       79.909     -5.491 
     1225     78         76.822     -1.178 
     1226     56.1       59.362      3.262 
     1227     43.5       49.933      6.433 
     1228     80.6       87.683      7.083 
     1229     70.5       72.164      1.664 
     1230     67.8       68.073      0.273 
     1231     84.1       78.321     -5.779 
     1232     76.4       79.685      3.285 
     1233     70.3       69.947     -0.353 
     1234     57.6       70.075     12.475 
     1235     83.3       80.396     -2.904 
     1236     45.6       50.481      4.881 
     1237     77.8       80.03       2.23  
     1238     81.2       82.412      1.212 
     1239     46.4       51.593      5.193 
     1240     85.2       79.851     -5.349 
     1241     50.1       58.942      8.842 
     1242     68.4       67.457     -0.943 
     1243     62.5       60.6       -1.9   
     1244     69.8       66.841     -2.959 
     1245     45.6       48.776      3.176 
     1246     81.2       74.735     -6.465 
     1247     73.4       67.993     -5.407 
     1248     51         54.066      3.066 
     1249     54.4       47.236     -7.164 
     1250     57.4       58.145      0.745 
     1251     50.5       52.958      2.458 
     1252     47.86      51.99       4.13  
     1253     68.8       72.901      4.101 
     1254     59.84      59.743     -0.097 
     1255     51.1       55.696      4.596 
     1256     76.7       71.539     -5.161 
     1257     56.7       50.83      -5.87  
     1258     68.4       70.9        2.5   
     1259     66.6       63.344     -3.256 
     1260     58.8       55.433     -3.367 
     1261     76.7       71.926     -4.774 
     1262     66.6       62.032     -4.568 
     1263     52.5       52.128     -0.372 
     1264     63         66.757      3.757 
     1265     53.9       52.181     -1.719 
     1266     51.04      55.704      4.664 
     1267     71         74.011      3.011 
     1268     68.8       69.706      0.906 
     1269     73.6       71.54      -2.06  
     1270     45.4       53.906      8.506 
     1271     59.9       59.462     -0.438 
     1272     58.5       54.052     -4.448 
     1273    102.9       94.69      -8.21  
     1274     65.9       62.27      -3.63  
     1275     78.3       77.306     -0.994 
     1276     67.4       68.779      1.379 
     1277     52.2       54.429      2.229 
     1278     62.7       54.211     -8.489 
     1279     64.6       65.46       0.86  
     1280     92.7       89.584     -3.116 
     1281     78.7       86.173      7.473 
     1282     68.4       70.673      2.273 
     1283     77         80.631      3.631 
     1284     70.1       68.208     -1.892 
     1285     71.3       66.474     -4.826 
     1286     86.3       76.925     -9.375 
     1287     65.6       67.703      2.103 
     1288     92.7       86.184     -6.516 
     1289     76.1       71.946     -4.154 
     1290     90.9       83.138     -7.762 
     1291     67.3       68.793      1.493 
     1292     48.6       50.51       1.91  
     1293     54.6       50.973     -3.627 
     1294     57         67.644     10.644 
     1295     58.6       57.664     -0.936 
     1296     78.5       84.001      5.501 
     1297     63.9       61.987     -1.913 
     1298     78.7       75.881     -2.819 
     1299     53.7       55.966      2.266 
     1300     75.7       72.272     -3.428 
     1301     60.2       50.836     -9.364 
     1302     74         72.894     -1.106 
     1303     73.2       68.711     -4.489 
     1304     56.4       56.066     -0.334 
     1305     71.2       67.096     -4.104 
     1306     75.5       79.114      3.614 
     1307     75.9       69.244     -6.656 
     1308     53.8       57.229      3.429 
     1309     71.2       73.401      2.201 
     1310     52.6       51.496     -1.104 
     1311     62.3       62.716      0.416 
     1312     49.7       50.723      1.023 
     1313     45.8       47.44       1.64  
     1314     53.3       53.438      0.138 
     1315     57.9       63.443      5.543 
     1316     85.3       84.018     -1.282 
     1317     76.2       71.758     -4.442 
     1318     90.7       78.087    -12.613 
     1319     80.6       82.725      2.125 
     1320     44.4       52.905      8.505 
     1321     77.4       82.909      5.509 
     1322     65         68.894      3.894 
     1323     55.1       57.055      1.955 
     1324     84         79.628     -4.372 
     1325     62.7       56.313     -6.387 
     1326     64.4       58.652     -5.748 
     1327     62.1       63.842      1.742 
     1328     75.26      74.7       -0.56  
     1329     72.5       69.438     -3.062 
     1330     68.7       69.047      0.347 
     1331     70.2       65.488     -4.712 
     1332     46.6       50.074      3.474 
     1333     77         73.215     -3.785 
     1334     55.2       55.017     -0.183 
     1335     51.3       57.22       5.92  
     1336     78.1       76.754     -1.346 
     1337     68.3       63.399     -4.901 
     1338     65.4       72.227      6.827 
     1339     75.3       71.888     -3.412 
     1340     69.3       72.056      2.756 
     1341     67.4       68.324      0.924 
     1342     60.4       60.45       0.05  
     1343     58.5       62.208      3.708 
     1344     84         74.449     -9.551 
     1345     77.3       85.952      8.652 
     1346     62.8       73.012     10.212 
     1347     52.9       53.431      0.531 
     1348     72.7       77.06       4.36  
     1349     83         81.272     -1.728 
     1350     54.2       54.042     -0.158 
     1351     75.8       67.139     -8.661 
     1352     78         71.422     -6.578 
     1353     77.6       79.394      1.794 
     1354     76         70.33      -5.67  
     1355     72.6       68.716     -3.884 
     1356     54.8       55.983      1.183 
     1357     55.1       59.543      4.443 
     1358     54.8       52.43      -2.37  
     1359     84.6       89.167      4.567 
     1360     73.1       65.058     -8.042 
     1361     74.7       73.024     -1.676 
     1362     78.1       82.144      4.044 
     1363     86.9       73.686    -13.214 
     1364     85         84.952     -0.048 
     1365     76.6       77.798      1.198 
     1366     51         58.968      7.968 
     1367     51.9       59.991      8.091 
     1368     70.7       68.128     -2.572 
     1369     56.4       53.451     -2.949 
     1370     72.8       68.635     -4.165 
     1371     74.3       74.811      0.511 
     1372     66.6       67.198      0.598 
     1373     70         69.149     -0.851 
     1374     55.96      67.591     11.631 
     1375     69.4       67.084     -2.316 
     1376     67.68      66.536     -1.144 
     1377     63.1       69.862      6.762 
     1378     63.9       67.518      3.618 
     1379     70.1       68.141     -1.959 
     1380     68.8       69.68       0.88  
     1381     75.92      73.26      -2.66  
     1382     68.76      69.54       0.78  
     1383     75.4       72.055     -3.345 
     1384     78.9       73.987     -4.913 
     1385     65.1       67.008      1.908 
     1386     55         56.286      1.286 
     1387     57.8       54.124     -3.676 
     1388     57.9       57.987      0.087 
     1389     64.9       66.778      1.878 
     1390     66         62.581     -3.419 
     1391     65.9       70.412      4.512 
     1392     82.4       79.314     -3.086 
     1393     64.9       61.129     -3.771 
     1394     46.3       48.627      2.327 
     1395     61.7       68.737      7.037 
     1396     76.8       74.419     -2.381 
     1397     51.8       58.042      6.242 
     1398     62         62.061      0.061 
     1399     67.3       70.998      3.698 
     1400     75.7       74.407     -1.293 
     1401     56.2       58.525      2.325 
     1402     51.2       56.825      5.625 
     1403     67.9       68.88       0.98  
     1404     58.5       63.697      5.197 
     1405     71.3       73.821      2.521 
     1406     61.1       59.175     -1.925 
     1407     57.4       55.085     -2.315 
     1408     52.2       61.082      8.882 
     1409     52.3       56.256      3.956 
     1410     34.5       58.352     23.852 
     1411     87         80.761     -6.239 
     1412     60.5       71.487     10.987 
     1413     67.1       63.091     -4.009 
     1414     86.9       82.612     -4.288 
     1415     70.7       77.748      7.048 
     1416     61.3       58.402     -2.898 
     1417     68         66.188     -1.812 
     1418     65.8       68.196      2.396 
     1419     71.6       72.049      0.449 
     1420     69.5       65.817     -3.683 
     1421     80.04      77.682     -2.358 
     1422     64.9       71.4        6.5   
     1423     72         76.449      4.449 
     1424     60.4       67.97       7.57  
     1425     72.1       70.462     -1.638 
     1426     80.14      77.936     -2.204 
     1427     75         73.19      -1.81  
     1428     53.7       58.057      4.357 
     1429     81.9       86.74       4.84  
     1430     76.9       75.658     -1.242 
     1431     76.5       80.881      4.381 
     1432     47.1       51.107      4.007 
     1433     64         65.355      1.355 
     1434     81.64      76.674     -4.966 
     1435     63.8       65.388      1.588 
     1436     72.4       73.053      0.653 
     1437     65.8       68.057      2.257 
     1438     53         51.122     -1.878 
     1439     65.7       65.095     -0.605 
     1440     68         69.484      1.484 
     1441     75.5       77.251      1.751 
     1442     66.5       63.923     -2.577 
     1443     66.4       71.041      4.641 
     1444     61.7       59.822     -1.878 
     1445     77.9       74.25      -3.65  
     1446     71.5       76.239      4.739 
     1447     56         53.89      -2.11  
     1448     69.3       66.238     -3.062 
     1449     81.9       75.366     -6.534 
     1450     94.9       91.474     -3.426 
     1451     75         72.649     -2.351 
     1452     53.9       53.192     -0.708 
     1453     55.1       57.728      2.628 
     1454     89.6       82.882     -6.718 
     1455     57.2       59.012      1.812 
     1456     76.12      79.329      3.209 
     1457     79.3       79.555      0.255 
     1458     57.1       63.25       6.15  
     1459     66.7       65.646     -1.054 
     1460     74.3       71.319     -2.981 
     1461     65.8       69.644      3.844 
     1462     59.4       54.351     -5.049 
     1463     49.6       48.969     -0.631 
     1464     86.8       75.097    -11.703 
     1465     64.4       69.81       5.41  
     1466     57.3       60.952      3.652 
     1467     65.28      69.285      4.005 
     1468     59.26      59.783      0.523 
     1469     56.4       59.336      2.936 
     1470     45.6       49.173      3.573 
     1471     66         63.782     -2.218 
     1472     46.6       46.899      0.299 
     1473     72.06      73.118      1.058 
     1474     64.4       55.326     -9.074 
     1475     53.1       55.294      2.194 
     1476     54.08      56.245      2.165 
     1477     91.7       91.03      -0.67  
     1478     63.7       67.809      4.109 
     1479     71.6       68.364     -3.236 
     1480     74         75.448      1.448 
     1481     69.5       71.252      1.752 
     1482     64.9       61.675     -3.225 
     1483     57.5       60.997      3.497 
     1484     71.1       69.06      -2.04  
     1485     61.4       62.375      0.975 
     1486     90.1       85.154     -4.946 
     1487     64.5       66.789      2.289 
     1488     91.12      85.129     -5.991 
     1489     62.4       65.388      2.988 
     1490     66.5       63.269     -3.231 
     1491     67.1       64.933     -2.167 
     1492     70.3       70.909      0.609 
     1493     65.2       62.016     -3.184 
     1494     47.9       51.259      3.359 
     1495     75         73.629     -1.371 
     1496     58.7       67.601      8.901 
     1497     76.4       89.272     12.872 
     1498     71.9       72.267      0.367 
     1499     60.98      61.011      0.031 
     1500     72.2       70.813     -1.387 
     1501     81.9       83.474      1.574 
     1502     67.9       69.09       1.19  
     1503     63.9       62.79      -1.11  
     1504     85.1       84.417     -0.683 
     1505     53         56.031      3.031 
     1506     73.9       64.514     -9.386 
     1507     71         78.134      7.134 
     1508     73         78.378      5.378 
     1509     68.2       69.009      0.809 
     1510     58.8       57.022     -1.778 
     1511     68.2       70.488      2.288 
     1512     58         56.789     -1.211 
     1513     64.4       67.755      3.355 
     1514     69.2       75.202      6.002 
     1515     66.3       71.587      5.287 
     1516     63.3       61.636     -1.664 
     1517     71.6       71.704      0.104 
     1518     62.1       55.961     -6.139 
     1519     81.3       79.557     -1.743 
     1520     83.9       73.17     -10.73  
     1521     63.6       70.5        6.9   
     1522     64.9       69.769      4.869 
     1523     58.1       56.3       -1.8   
     1524     55.6       66.42      10.82  
     1525     76.1       79.358      3.258 
     1526     72         71.168     -0.832 
     1527     66.7       69.936      3.236 
     1528     77.9       76.809     -1.091 
     1529     74.5       71.415     -3.085 
     1530     61         55.272     -5.728 
     1531     73.6       71.555     -2.045 
     1532     63         62.831     -0.169 
     1533     68.6       64.523     -4.077 
     1534     59.1       63.025      3.925 
     1535     60.4       56.61      -3.79  
     1536     54.1       53.135     -0.965 
     1537     87.1       85.037     -2.063 
     1538     76.2       70.583     -5.617 
     1539     76         74.631     -1.369 
     1540     76.7       76.954      0.254 
     1541     66.3       70.151      3.851 
     1542     85.3       76.826     -8.474 
     1543     70.2       70.138     -0.062 
     1544     74.3       73.496     -0.804 
     1545     63.7       67.543      3.843 
     1546     70.6       70.908      0.308 
     1547     61.9       65.914      4.014 
     1548     66.7       70.144      3.444 
     1549     52.7       58.281      5.581 
     1550     71         71.87       0.87  
     1551     73.1       76.975      3.875 
     1552     64.5       67.475      2.975 
